hourstamp,spot_ct,target_kwh,charged_price_ct
2025-03-20 11:00:00,0.342,5.5,59.0
2025-03-20 12:00:00,0.043,7.6,59.0
2025-03-20 13:00:00,0.065,0.2,59.0
2025-03-20 14:00:00,1.66,3.35,59.0
2025-03-20 15:00:00,7.942,76.1,59.0
2025-03-20 16:00:00,12.076,90.5,59.0
2025-03-20 17:00:00,15.514,51.6,59.0
2025-03-20 18:00:00,28.007,64.2,59.0
2025-03-20 19:00:00,25.385,26.25,59.0
2025-03-20 20:00:00,16.4,50.75,59.0
2025-03-20 21:00:00,13.682,93.10000000000001,59.0
2025-03-20 22:00:00,12.503,0.35000000000000003,59.0
2025-03-20 23:00:00,11.791,0.30000000000000004,59.0
2025-03-21 00:00:00,12.507,0.35000000000000003,59.0
2025-03-21 01:00:00,11.641,0.35000000000000003,59.0
2025-03-21 02:00:00,11.274,0.35000000000000003,59.0
2025-03-21 03:00:00,10.581,0.35000000000000003,59.0
2025-03-21 04:00:00,10.91,0.35000000000000003,59.0
2025-03-21 05:00:00,12.749,0.35000000000000003,59.0
2025-03-21 06:00:00,15.6,19.900000000000002,59.0
2025-03-21 07:00:00,14.827,42.95,59.0
2025-03-21 08:00:00,11.073,68.65,59.0
2025-03-21 09:00:00,7.331,22.85,59.0
2025-03-21 10:00:00,4.325,0.25,59.0
2025-03-21 11:00:00,0.735,0.2,59.0
2025-03-21 12:00:00,0.081,30.349999999999998,59.0
2025-03-21 13:00:00,0.0,8.399999999999999,59.0
2025-03-21 14:00:00,0.249,11.05,59.0
2025-03-21 15:00:00,1.236,148.5,59.0
2025-03-21 16:00:00,4.622,40.1,59.0
2025-03-21 17:00:00,10.024,38.7,59.0
2025-03-21 18:00:00,12.065,1.75,59.0
2025-03-21 19:00:00,8.35,0.35000000000000003,59.0
2025-03-21 20:00:00,7.0,0.30000000000000004,59.0
2025-03-21 21:00:00,4.719,39.5,59.0
2025-03-21 22:00:00,2.713,15.15,59.0
2025-03-21 23:00:00,1.845,0.35000000000000003,59.0
2025-03-22 00:00:00,2.693,0.30000000000000004,59.0
2025-03-22 01:00:00,1.257,0.35000000000000003,59.0
2025-03-22 02:00:00,0.907,0.30000000000000004,59.0
2025-03-22 03:00:00,0.688,0.35000000000000003,59.0
2025-03-22 04:00:00,1.012,0.30000000000000004,59.0
2025-03-22 05:00:00,1.295,0.35000000000000003,59.0
2025-03-22 06:00:00,1.301,0.25,59.0
2025-03-22 07:00:00,1.304,56.05,59.0
2025-03-22 08:00:00,0.311,18.3,59.0
2025-03-22 09:00:00,0.0,84.05000000000001,59.0
2025-03-22 10:00:00,-0.186,2.7,59.0
2025-03-22 11:00:00,-0.631,90.75,59.0
2025-03-22 12:00:00,-1.518,88.35,59.0
2025-03-22 13:00:00,-1.504,37.65,59.0
2025-03-22 14:00:00,-0.679,27.3,59.0
2025-03-22 15:00:00,-0.151,73.2,59.0
2025-03-22 16:00:00,0.101,52.5,59.0
2025-03-22 17:00:00,3.499,28.15,59.0
2025-03-22 18:00:00,6.003,0.30000000000000004,59.0
2025-03-22 19:00:00,5.095,0.35000000000000003,59.0
2025-03-22 20:00:00,4.215,16.0,59.0
2025-03-22 21:00:00,3.612,9.35,59.0
2025-03-22 22:00:00,3.714,0.35000000000000003,59.0
2025-03-22 23:00:00,3.569,65.95,59.0
2025-03-23 00:00:00,1.369,0.35000000000000003,59.0
2025-03-23 01:00:00,1.901,0.30000000000000004,59.0
2025-03-23 02:00:00,2.365,0.35000000000000003,59.0
2025-03-23 03:00:00,2.349,0.30000000000000004,59.0
2025-03-23 04:00:00,2.482,0.35000000000000003,59.0
2025-03-23 05:00:00,2.501,0.30000000000000004,59.0
2025-03-23 06:00:00,2.484,0.25,59.0
2025-03-23 07:00:00,2.426,0.25,59.0
2025-03-23 08:00:00,1.899,0.2,59.0
2025-03-23 09:00:00,2.309,0.25,59.0
2025-03-23 10:00:00,1.378,130.95,59.0
2025-03-23 11:00:00,0.96,143.05,59.0
2025-03-23 12:00:00,1.349,100.15,59.0
2025-03-23 13:00:00,0.501,86.6,59.0
2025-03-23 14:00:00,1.146,28.400000000000002,59.0
2025-03-23 15:00:00,4.25,88.25,59.0
2025-03-23 16:00:00,8.442,89.15,59.0
2025-03-23 17:00:00,12.423,50.449999999999996,59.0
2025-03-23 18:00:00,14.0,11.1,59.0
2025-03-23 19:00:00,14.251,0.30000000000000004,59.0
2025-03-23 20:00:00,14.058,0.35000000000000003,59.0
2025-03-23 21:00:00,13.0,0.30000000000000004,59.0
2025-03-23 22:00:00,12.647,0.35000000000000003,59.0
2025-03-23 23:00:00,11.424,0.35000000000000003,59.0
2025-03-24 00:00:00,11.045,0.30000000000000004,59.0
2025-03-24 01:00:00,10.729,0.35000000000000003,59.0
2025-03-24 02:00:00,10.191,0.35000000000000003,59.0
2025-03-24 03:00:00,9.894,0.35000000000000003,59.0
2025-03-24 04:00:00,10.199,0.35000000000000003,59.0
2025-03-24 05:00:00,11.982,0.35000000000000003,59.0
2025-03-24 06:00:00,14.15,0.25,59.0
2025-03-24 07:00:00,16.428,42.0,59.0
2025-03-24 08:00:00,16.186,24.4,59.0
2025-03-24 09:00:00,13.538,66.80000000000001,59.0
2025-03-24 10:00:00,11.116,37.7,59.0
2025-03-24 11:00:00,10.736,0.25,59.0
2025-03-24 12:00:00,10.075,31.900000000000002,59.0
2025-03-24 13:00:00,10.087,17.7,59.0
2025-03-24 14:00:00,10.657,0.25,59.0
2025-03-24 15:00:00,11.585,140.4,59.0
2025-03-24 16:00:00,13.095,31.05,59.0
2025-03-24 17:00:00,15.415,66.15,59.0
2025-03-24 18:00:00,21.199,74.5,59.0
2025-03-24 19:00:00,19.3,86.1,59.0
2025-03-24 20:00:00,16.184,49.300000000000004,59.0
2025-03-24 21:00:00,13.855,0.30000000000000004,59.0
2025-03-24 22:00:00,12.558,0.35000000000000003,59.0
2025-03-24 23:00:00,11.516,0.30000000000000004,59.0
2025-03-25 00:00:00,10.207,0.35000000000000003,59.0
2025-03-25 01:00:00,10.176,0.35000000000000003,59.0
2025-03-25 02:00:00,10.02,0.30000000000000004,59.0
2025-03-25 03:00:00,10.267,0.35000000000000003,59.0
2025-03-25 04:00:00,10.196,0.30000000000000004,59.0
2025-03-25 05:00:00,10.739,0.35000000000000003,59.0
2025-03-25 06:00:00,13.605,0.2,59.0
2025-03-25 07:00:00,14.213,46.25,59.0
2025-03-25 08:00:00,13.336,16.7,59.0
2025-03-25 09:00:00,10.641,0.25,59.0
2025-03-25 10:00:00,9.203,6.25,59.0
2025-03-25 11:00:00,7.88,26.25,59.0
2025-03-25 12:00:00,6.845,0.2,59.0
2025-03-25 13:00:00,6.923,17.15,59.0
2025-03-25 14:00:00,8.17,11.649999999999999,59.0
2025-03-25 15:00:00,9.552,0.2,59.0
2025-03-25 16:00:00,10.884,6.550000000000001,59.0
2025-03-25 17:00:00,13.881,29.75,59.0
2025-03-25 18:00:00,16.114,32.2,59.0
2025-03-25 19:00:00,16.636,118.05,59.0
2025-03-25 20:00:00,14.86,8.95,59.0
2025-03-25 21:00:00,12.236,0.30000000000000004,59.0
2025-03-25 22:00:00,11.483,0.35000000000000003,59.0
2025-03-25 23:00:00,10.205,0.30000000000000004,59.0
2025-03-26 00:00:00,10.102,0.35000000000000003,59.0
2025-03-26 01:00:00,9.796,0.30000000000000004,59.0
2025-03-26 02:00:00,9.736,0.30000000000000004,59.0
2025-03-26 03:00:00,9.739,0.35000000000000003,59.0
2025-03-26 04:00:00,9.572,0.30000000000000004,59.0
2025-03-26 05:00:00,9.885,0.35000000000000003,59.0
2025-03-26 06:00:00,12.876,0.2,59.0
2025-03-26 07:00:00,14.195,5.95,59.0
2025-03-26 08:00:00,13.709,34.0,59.0
2025-03-26 09:00:00,11.186,0.2,59.0
2025-03-26 10:00:00,10.0,0.25,59.0
2025-03-26 11:00:00,9.639,45.599999999999994,59.0
2025-03-26 12:00:00,9.481,0.25,59.0
2025-03-26 13:00:00,8.45,0.2,59.0
2025-03-26 14:00:00,9.079,55.8,59.0
2025-03-26 15:00:00,9.436,19.45,59.0
2025-03-26 16:00:00,10.145,33.55,59.0
2025-03-26 17:00:00,13.516,95.75,59.0
2025-03-26 18:00:00,16.2,51.25,59.0
2025-03-26 19:00:00,16.954,72.45,59.0
2025-03-26 20:00:00,15.327,61.95,59.0
2025-03-26 21:00:00,12.94,0.35000000000000003,59.0
2025-03-26 22:00:00,12.027,0.30000000000000004,59.0
2025-03-26 23:00:00,10.891,0.35000000000000003,59.0
2025-03-27 00:00:00,10.493,0.30000000000000004,59.0
2025-03-27 01:00:00,9.898,0.30000000000000004,59.0
2025-03-27 02:00:00,9.78,0.35000000000000003,59.0
2025-03-27 03:00:00,9.885,0.30000000000000004,59.0
2025-03-27 04:00:00,9.707,0.35000000000000003,59.0
2025-03-27 05:00:00,10.49,0.30000000000000004,59.0
2025-03-27 06:00:00,12.983,0.2,59.0
2025-03-27 07:00:00,14.0,0.25,59.0
2025-03-27 08:00:00,12.35,61.0,59.0
2025-03-27 09:00:00,8.992,96.9,59.0
2025-03-27 10:00:00,7.761,0.30000000000000004,59.0
2025-03-27 11:00:00,4.548,0.2,59.0
2025-03-27 12:00:00,2.481,35.6,59.0
2025-03-27 13:00:00,0.667,53.95,59.0
2025-03-27 14:00:00,3.034,105.65,59.0
2025-03-27 15:00:00,7.493,120.25,59.0
2025-03-27 16:00:00,9.374,111.75,59.0
2025-03-27 17:00:00,12.725,29.700000000000003,59.0
2025-03-27 18:00:00,15.79,182.85,59.0
2025-03-27 19:00:00,17.07,45.85,59.0
2025-03-27 20:00:00,14.161,0.35000000000000003,59.0
2025-03-27 21:00:00,12.442,44.800000000000004,59.0
2025-03-27 22:00:00,11.31,24.349999999999998,59.0
2025-03-27 23:00:00,10.091,0.35000000000000003,59.0
2025-03-28 00:00:00,9.0,0.35000000000000003,59.0
2025-03-28 01:00:00,7.938,0.35000000000000003,59.0
2025-03-28 02:00:00,7.902,0.35000000000000003,59.0
2025-03-28 03:00:00,7.938,0.35000000000000003,59.0
2025-03-28 04:00:00,7.984,0.35000000000000003,59.0
2025-03-28 05:00:00,10.351,0.35000000000000003,59.0
2025-03-28 06:00:00,12.852,0.25,59.0
2025-03-28 07:00:00,12.22,0.25,59.0
2025-03-28 08:00:00,10.208,0.25,59.0
2025-03-28 09:00:00,7.557,60.95,59.0
2025-03-28 10:00:00,2.577,35.7,59.0
2025-03-28 11:00:00,0.168,2.25,59.0
2025-03-28 12:00:00,-0.001,21.35,59.0
2025-03-28 13:00:00,-0.003,71.94999999999999,59.0
2025-03-28 14:00:00,1.448,116.0,59.0
2025-03-28 15:00:00,7.01,92.1,59.0
2025-03-28 16:00:00,10.419,89.3,59.0
2025-03-28 17:00:00,13.2,229.15,59.0
2025-03-28 18:00:00,16.599,82.5,59.0
2025-03-28 19:00:00,16.59,0.30000000000000004,59.0
2025-03-28 20:00:00,14.803,0.35000000000000003,59.0
2025-03-28 21:00:00,12.456,16.25,59.0
2025-03-28 22:00:00,11.794,23.099999999999998,59.0
2025-03-28 23:00:00,11.012,1.45,59.0
2025-03-29 00:00:00,11.362,0.35000000000000003,59.0
2025-03-29 01:00:00,10.391,0.30000000000000004,59.0
2025-03-29 02:00:00,9.654,0.35000000000000003,59.0
2025-03-29 03:00:00,9.622,0.30000000000000004,59.0
2025-03-29 04:00:00,9.65,0.35000000000000003,59.0
2025-03-29 05:00:00,9.274,0.30000000000000004,59.0
2025-03-29 06:00:00,9.673,0.2,59.0
2025-03-29 07:00:00,9.844,25.6,59.0
2025-03-29 08:00:00,9.186,65.15,59.0
2025-03-29 09:00:00,7.614,0.25,59.0
2025-03-29 10:00:00,6.567,138.0,59.0
2025-03-29 11:00:00,6.534,86.15,59.0
2025-03-29 12:00:00,6.533,74.05,59.0
2025-03-29 13:00:00,0.206,159.95,59.0
2025-03-29 14:00:00,0.394,57.95,59.0
2025-03-29 15:00:00,2.527,102.25,59.0
2025-03-29 16:00:00,6.626,75.44999999999999,59.0
2025-03-29 17:00:00,10.01,20.65,59.0
2025-03-29 18:00:00,14.691,0.25,59.0
2025-03-29 19:00:00,15.222,8.45,59.0
2025-03-29 20:00:00,12.107,27.6,59.0
2025-03-29 21:00:00,10.042,0.35000000000000003,59.0
2025-03-29 22:00:00,8.275,0.30000000000000004,59.0
2025-03-29 23:00:00,6.827,0.35000000000000003,59.0
2025-03-30 00:00:00,4.631,0.35000000000000003,59.0
2025-03-30 01:00:00,1.589,0.35000000000000003,59.0
2025-03-30 03:00:00,0.51,0.35000000000000003,59.0
2025-03-30 04:00:00,0.12,0.35000000000000003,59.0
2025-03-30 05:00:00,0.009,0.35000000000000003,59.0
2025-03-30 06:00:00,0.003,15.700000000000001,59.0
2025-03-30 07:00:00,0.0,0.25,59.0
2025-03-30 08:00:00,-0.001,2.5500000000000003,59.0
2025-03-30 09:00:00,-0.004,75.8,59.0
2025-03-30 10:00:00,-0.347,44.9,59.0
2025-03-30 11:00:00,-1.134,91.3,59.0
2025-03-30 12:00:00,-1.85,16.35,59.0
2025-03-30 13:00:00,-2.576,60.3,59.0
2025-03-30 14:00:00,-2.607,10.7,59.0
2025-03-30 15:00:00,-1.296,82.1,59.0
2025-03-30 16:00:00,-0.401,158.25,59.0
2025-03-30 17:00:00,-0.001,106.5,59.0
2025-03-30 18:00:00,1.441,74.75,59.0
2025-03-30 19:00:00,6.083,0.30000000000000004,59.0
2025-03-30 20:00:00,5.886,0.30000000000000004,59.0
2025-03-30 21:00:00,5.001,0.30000000000000004,59.0
2025-03-30 22:00:00,6.171,0.35000000000000003,59.0
2025-03-30 23:00:00,5.644,0.30000000000000004,59.0
2025-03-31 00:00:00,6.557,0.35000000000000003,59.0
2025-03-31 01:00:00,6.325,0.30000000000000004,59.0
2025-03-31 02:00:00,6.441,0.35000000000000003,59.0
2025-03-31 03:00:00,6.722,0.30000000000000004,59.0
2025-03-31 04:00:00,6.897,0.30000000000000004,59.0
2025-03-31 05:00:00,8.8,0.35000000000000003,59.0
2025-03-31 06:00:00,10.927,0.30000000000000004,59.0
2025-03-31 07:00:00,14.354,16.05,59.0
2025-03-31 08:00:00,17.423,69.05,59.0
2025-03-31 09:00:00,13.317,0.25,59.0
2025-03-31 10:00:00,11.027,86.6,59.0
2025-03-31 11:00:00,9.904,15.15,59.0
2025-03-31 12:00:00,8.354,0.2,59.0
2025-03-31 13:00:00,7.41,23.700000000000003,59.0
2025-03-31 14:00:00,7.358,40.25,59.0
2025-03-31 15:00:00,6.955,37.199999999999996,59.0
2025-03-31 16:00:00,7.624,79.94999999999999,59.0
2025-03-31 17:00:00,10.083,197.6,59.0
2025-03-31 18:00:00,13.157,63.050000000000004,59.0
2025-03-31 19:00:00,18.396,56.650000000000006,59.0
2025-03-31 20:00:00,17.273,48.9,59.0
2025-03-31 21:00:00,13.503,0.30000000000000004,59.0
2025-03-31 22:00:00,11.525,0.35000000000000003,59.0
2025-03-31 23:00:00,10.234,0.35000000000000003,59.0
2025-04-01 00:00:00,10.156,0.35000000000000003,59.0
2025-04-01 01:00:00,9.502,0.35000000000000003,59.0
2025-04-01 02:00:00,9.291,0.35000000000000003,59.0
2025-04-01 03:00:00,9.35,0.35000000000000003,59.0
2025-04-01 04:00:00,9.143,0.35000000000000003,59.0
2025-04-01 05:00:00,10.071,0.35000000000000003,59.0
2025-04-01 06:00:00,12.946,0.35000000000000003,59.0
2025-04-01 07:00:00,17.996,31.65,59.0
2025-04-01 08:00:00,15.937,80.3,59.0
2025-04-01 09:00:00,10.847,78.0,59.0
2025-04-01 10:00:00,8.617,31.95,59.0
2025-04-01 11:00:00,7.026,0.2,59.0
2025-04-01 12:00:00,5.315,158.0,59.0
2025-04-01 13:00:00,1.157,51.4,59.0
2025-04-01 14:00:00,1.089,146.55,59.0
2025-04-01 15:00:00,2.67,93.05,59.0
2025-04-01 16:00:00,6.523,122.65,59.0
2025-04-01 17:00:00,8.28,53.55,59.0
2025-04-01 18:00:00,12.239,102.3,59.0
2025-04-01 19:00:00,15.572,105.0,59.0
2025-04-01 20:00:00,13.8,0.30000000000000004,59.0
2025-04-01 21:00:00,11.09,61.8,59.0
2025-04-01 22:00:00,9.564,17.6,59.0
2025-04-01 23:00:00,7.945,0.30000000000000004,59.0
2025-04-02 00:00:00,6.806,0.35000000000000003,59.0
2025-04-02 01:00:00,6.693,0.30000000000000004,59.0
2025-04-02 02:00:00,6.68,0.30000000000000004,59.0
2025-04-02 03:00:00,6.797,0.35000000000000003,59.0
2025-04-02 04:00:00,6.89,0.35000000000000003,59.0
2025-04-02 05:00:00,8.218,0.35000000000000003,59.0
2025-04-02 06:00:00,11.384,0.35000000000000003,59.0
2025-04-02 07:00:00,15.031,34.1,59.0
2025-04-02 08:00:00,12.47,42.0,59.0
2025-04-02 09:00:00,8.474,44.2,59.0
2025-04-02 10:00:00,4.838,33.1,59.0
2025-04-02 11:00:00,0.0,55.6,59.0
2025-04-02 12:00:00,-0.492,0.2,59.0
2025-04-02 13:00:00,-2.006,43.2,59.0
2025-04-02 14:00:00,-2.102,3.75,59.0
2025-04-02 15:00:00,-1.0,19.65,59.0
2025-04-02 16:00:00,-0.173,103.85,59.0
2025-04-02 17:00:00,1.537,66.25,59.0
2025-04-02 18:00:00,8.884,83.05,59.0
2025-04-02 19:00:00,12.535,75.9,59.0
2025-04-02 20:00:00,11.4,18.25,59.0
2025-04-02 21:00:00,9.607,42.65,59.0
2025-04-02 22:00:00,8.263,0.35000000000000003,59.0
2025-04-02 23:00:00,7.143,0.30000000000000004,59.0
2025-04-03 00:00:00,6.7,0.35000000000000003,59.0
2025-04-03 01:00:00,6.7,0.30000000000000004,59.0
2025-04-03 02:00:00,6.7,0.35000000000000003,59.0
2025-04-03 03:00:00,6.895,0.30000000000000004,59.0
2025-04-03 04:00:00,7.1,0.35000000000000003,59.0
2025-04-03 05:00:00,8.622,0.35000000000000003,59.0
2025-04-03 06:00:00,12.971,0.35000000000000003,59.0
2025-04-03 07:00:00,16.277,61.0,59.0
2025-04-03 08:00:00,13.33,29.4,59.0
2025-04-03 09:00:00,7.911,30.35,59.0
2025-04-03 10:00:00,4.047,0.2,59.0
2025-04-03 11:00:00,-0.016,0.25,59.0
2025-04-03 12:00:00,-0.119,0.2,59.0
2025-04-03 13:00:00,-0.84,12.25,59.0
2025-04-03 14:00:00,-0.585,0.2,59.0
2025-04-03 15:00:00,-0.027,48.699999999999996,59.0
2025-04-03 16:00:00,1.609,105.5,59.0
2025-04-03 17:00:00,7.5,132.9,59.0
2025-04-03 18:00:00,13.8,112.25,59.0
2025-04-03 19:00:00,16.348,129.35,59.0
2025-04-03 20:00:00,15.588,86.1,59.0
2025-04-03 21:00:00,13.703,0.30000000000000004,59.0
2025-04-03 22:00:00,11.321,0.35000000000000003,59.0
2025-04-03 23:00:00,10.463,47.4,59.0
2025-04-04 00:00:00,10.834,14.6,59.0
2025-04-04 01:00:00,10.304,0.30000000000000004,59.0
2025-04-04 02:00:00,10.289,0.35000000000000003,59.0
2025-04-04 03:00:00,10.361,0.30000000000000004,59.0
2025-04-04 04:00:00,10.595,0.35000000000000003,59.0
2025-04-04 05:00:00,11.255,0.35000000000000003,59.0
2025-04-04 06:00:00,15.267,0.30000000000000004,59.0
2025-04-04 07:00:00,18.017,0.25,59.0
2025-04-04 08:00:00,13.94,84.8,59.0
2025-04-04 09:00:00,9.568,0.25,59.0
2025-04-04 10:00:00,6.5,0.2,59.0
2025-04-04 11:00:00,0.782,0.25,59.0
2025-04-04 12:00:00,0.0,67.35,59.0
2025-04-04 13:00:00,-0.131,20.6,59.0
2025-04-04 14:00:00,-0.121,88.3,59.0
2025-04-04 15:00:00,-0.013,48.75,59.0
2025-04-04 16:00:00,2.97,109.69999999999999,59.0
2025-04-04 17:00:00,7.987,113.4,59.0
2025-04-04 18:00:00,12.635,44.65,59.0
2025-04-04 19:00:00,16.764,70.89999999999999,59.0
2025-04-04 20:00:00,15.599,0.35000000000000003,59.0
2025-04-04 21:00:00,12.067,0.30000000000000004,59.0
2025-04-04 22:00:00,10.615,0.35000000000000003,59.0
2025-04-04 23:00:00,9.697,0.30000000000000004,59.0
2025-04-05 00:00:00,10.923,0.30000000000000004,59.0
2025-04-05 01:00:00,10.276,0.35000000000000003,59.0
2025-04-05 02:00:00,9.939,43.85,59.0
2025-04-05 03:00:00,9.94,0.35000000000000003,59.0
2025-04-05 04:00:00,9.831,0.30000000000000004,59.0
2025-04-05 05:00:00,9.75,0.35000000000000003,59.0
2025-04-05 06:00:00,10.298,0.25,59.0
2025-04-05 07:00:00,10.59,14.4,59.0
2025-04-05 08:00:00,9.83,78.45,59.0
2025-04-05 09:00:00,5.716,48.75,59.0
2025-04-05 10:00:00,0.066,122.6,59.0
2025-04-05 11:00:00,-0.094,7.2,59.0
2025-04-05 12:00:00,-2.409,25.4,59.0
2025-04-05 13:00:00,-4.773,0.2,59.0
2025-04-05 14:00:00,-4.91,44.45,59.0
2025-04-05 15:00:00,-2.991,16.35,59.0
2025-04-05 16:00:00,-0.43,241.2,59.0
2025-04-05 17:00:00,0.0,107.45,59.0
2025-04-05 18:00:00,7.0,62.2,59.0
2025-04-05 19:00:00,9.94,93.45,59.0
2025-04-05 20:00:00,9.89,21.45,59.0
2025-04-05 21:00:00,8.425,0.30000000000000004,59.0
2025-04-05 22:00:00,7.899,0.35000000000000003,59.0
2025-04-05 23:00:00,6.875,0.35000000000000003,59.0
2025-04-06 00:00:00,7.045,0.35000000000000003,59.0
2025-04-06 01:00:00,6.1,0.35000000000000003,59.0
2025-04-06 02:00:00,6.272,0.35000000000000003,59.0
2025-04-06 03:00:00,6.828,0.35000000000000003,59.0
2025-04-06 04:00:00,6.995,0.35000000000000003,59.0
2025-04-06 05:00:00,7.743,0.35000000000000003,59.0
2025-04-06 06:00:00,7.654,0.30000000000000004,59.0
2025-04-06 07:00:00,7.811,0.25,59.0
2025-04-06 08:00:00,4.179,0.25,59.0
2025-04-06 09:00:00,0.01,0.25,59.0
2025-04-06 10:00:00,-0.2,68.05,59.0
2025-04-06 11:00:00,-2.756,91.65,59.0
2025-04-06 12:00:00,-6.001,76.9,59.0
2025-04-06 13:00:00,-10.631,135.8,59.0
2025-04-06 14:00:00,-11.457,43.0,59.0
2025-04-06 15:00:00,-7.0,99.55,59.0
2025-04-06 16:00:00,-1.895,126.05,59.0
2025-04-06 17:00:00,0.176,164.05,59.0
2025-04-06 18:00:00,11.241,96.55,59.0
2025-04-06 19:00:00,13.156,65.0,59.0
2025-04-06 20:00:00,13.29,0.35000000000000003,59.0
2025-04-06 21:00:00,12.138,57.05,59.0
2025-04-06 22:00:00,11.184,11.8,59.0
2025-04-06 23:00:00,10.003,0.35000000000000003,59.0
2025-04-07 00:00:00,8.671,0.35000000000000003,59.0
2025-04-07 01:00:00,8.5,0.35000000000000003,59.0
2025-04-07 02:00:00,8.173,0.35000000000000003,59.0
2025-04-07 03:00:00,8.353,0.35000000000000003,59.0
2025-04-07 04:00:00,8.545,0.35000000000000003,59.0
2025-04-07 05:00:00,9.874,0.35000000000000003,59.0
2025-04-07 06:00:00,13.11,0.30000000000000004,59.0
2025-04-07 07:00:00,17.597,20.1,59.0
2025-04-07 08:00:00,14.461,104.3,59.0
2025-04-07 09:00:00,10.71,3.5500000000000003,59.0
2025-04-07 10:00:00,8.337,0.2,59.0
2025-04-07 11:00:00,6.5,70.75,59.0
2025-04-07 12:00:00,1.18,44.4,59.0
2025-04-07 13:00:00,0.219,79.15,59.0
2025-04-07 14:00:00,0.394,34.2,59.0
2025-04-07 15:00:00,6.098,26.75,59.0
2025-04-07 16:00:00,7.2,60.65,59.0
2025-04-07 17:00:00,10.243,14.25,59.0
2025-04-07 18:00:00,12.76,130.6,59.0
2025-04-07 19:00:00,16.845,54.95,59.0
2025-04-07 20:00:00,16.505,75.2,59.0
2025-04-07 21:00:00,13.82,12.95,59.0
2025-04-07 22:00:00,12.102,0.30000000000000004,59.0
2025-04-07 23:00:00,10.521,0.35000000000000003,59.0
2025-04-08 00:00:00,9.493,0.30000000000000004,59.0
2025-04-08 01:00:00,8.783,0.35000000000000003,59.0
2025-04-08 02:00:00,8.906,0.35000000000000003,59.0
2025-04-08 03:00:00,8.99,0.35000000000000003,59.0
2025-04-08 04:00:00,9.162,0.35000000000000003,59.0
2025-04-08 05:00:00,10.573,0.35000000000000003,59.0
2025-04-08 06:00:00,14.297,13.95,59.0
2025-04-08 07:00:00,18.055,63.349999999999994,59.0
2025-04-08 08:00:00,13.677,54.05,59.0
2025-04-08 09:00:00,9.13,114.45,59.0
2025-04-08 10:00:00,7.647,42.7,59.0
2025-04-08 11:00:00,6.109,62.05,59.0
2025-04-08 12:00:00,1.957,32.1,59.0
2025-04-08 13:00:00,1.683,0.2,59.0
2025-04-08 14:00:00,2.859,8.15,59.0
2025-04-08 15:00:00,5.747,85.1,59.0
2025-04-08 16:00:00,7.333,35.400000000000006,59.0
2025-04-08 17:00:00,9.034,98.15,59.0
2025-04-08 18:00:00,11.826,36.35,59.0
2025-04-08 19:00:00,18.04,0.2,59.0
2025-04-08 20:00:00,17.131,0.30000000000000004,59.0
2025-04-08 21:00:00,14.0,0.30000000000000004,59.0
2025-04-08 22:00:00,12.047,67.45,59.0
2025-04-08 23:00:00,10.512,0.30000000000000004,59.0
2025-04-09 00:00:00,10.499,0.30000000000000004,59.0
2025-04-09 01:00:00,9.599,0.30000000000000004,59.0
2025-04-09 02:00:00,9.467,0.30000000000000004,59.0
2025-04-09 03:00:00,9.445,0.30000000000000004,59.0
2025-04-09 04:00:00,9.579,0.25,59.0
2025-04-09 05:00:00,10.945,0.30000000000000004,59.0
2025-04-09 06:00:00,15.268,0.25,59.0
2025-04-09 07:00:00,17.556,0.2,59.0
2025-04-09 08:00:00,13.156,0.25,59.0
2025-04-09 09:00:00,9.951,0.2,59.0
2025-04-09 10:00:00,8.271,46.15,59.0
2025-04-09 11:00:00,5.969,23.35,59.0
2025-04-09 12:00:00,1.361,4.3,59.0
2025-04-09 13:00:00,0.672,43.6,59.0
2025-04-09 14:00:00,1.327,45.65,59.0
2025-04-09 15:00:00,3.487,97.05,59.0
2025-04-09 16:00:00,6.298,93.55,59.0
2025-04-09 17:00:00,8.35,89.19999999999999,59.0
2025-04-09 18:00:00,10.348,59.8,59.0
2025-04-09 19:00:00,13.157,40.9,59.0
2025-04-09 20:00:00,13.873,27.6,59.0
2025-04-09 21:00:00,11.123,61.0,59.0
2025-04-09 22:00:00,10.194,0.15000000000000002,59.0
2025-04-09 23:00:00,9.851,0.1,59.0
2025-04-10 00:00:00,9.29,0.15000000000000002,59.0
2025-04-10 01:00:00,8.955,36.0,59.0
2025-04-10 02:00:00,8.89,5.05,59.0
2025-04-10 03:00:00,8.792,0.15000000000000002,59.0
2025-04-10 04:00:00,9.0,0.15000000000000002,59.0
2025-04-10 05:00:00,9.754,0.1,59.0
2025-04-10 06:00:00,13.244,0.05,59.0
2025-04-10 07:00:00,17.059,0.0,59.0
2025-04-10 08:00:00,13.544,0.0,59.0
2025-04-10 09:00:00,10.24,32.6,59.0
2025-04-10 10:00:00,8.571,49.1,59.0
2025-04-10 11:00:00,6.634,55.199999999999996,59.0
2025-04-10 12:00:00,3.495,26.35,59.0
2025-04-10 13:00:00,0.218,62.5,59.0
2025-04-10 14:00:00,0.008,43.599999999999994,59.0
2025-04-10 15:00:00,0.118,23.799999999999997,59.0
2025-04-10 16:00:00,5.444,0.1,59.0
2025-04-10 17:00:00,7.0,150.95000000000002,59.0
2025-04-10 18:00:00,10.168,14.299999999999999,59.0
2025-04-10 19:00:00,14.042,64.35,59.0
2025-04-10 20:00:00,13.717,44.8,59.0
