hourstamp,spot_ct,hour,dayofweek,month,is_weekend,dayofyear,trend,hour_sin,hour_cos,target_kwh
2025-03-25 14:00:00,8.17,14,1,3,0,84,2006.0,-0.4999999999999997,-0.8660254037844388,11.649999999999999
2025-03-25 15:00:00,9.552,15,1,3,0,84,2007.0,-0.7071067811865471,-0.7071067811865479,0.2
2025-03-25 16:00:00,10.884,16,1,3,0,84,2008.0,-0.8660254037844384,-0.5000000000000004,6.550000000000001
2025-03-25 17:00:00,13.881,17,1,3,0,84,2009.0,-0.9659258262890683,-0.25881904510252063,29.75
2025-03-25 18:00:00,16.114,18,1,3,0,84,2010.0,-1.0,-1.8369701987210297e-16,32.2
2025-03-25 19:00:00,16.636,19,1,3,0,84,2011.0,-0.9659258262890684,0.2588190451025203,118.05
2025-03-25 20:00:00,14.86,20,1,3,0,84,2012.0,-0.8660254037844386,0.5000000000000001,8.95
2025-03-25 21:00:00,12.236,21,1,3,0,84,2013.0,-0.7071067811865477,0.7071067811865474,0.30000000000000004
2025-03-25 22:00:00,11.483,22,1,3,0,84,2014.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-03-25 23:00:00,10.205,23,1,3,0,84,2015.0,-0.25881904510252157,0.9659258262890681,0.30000000000000004
2025-03-26 00:00:00,10.102,0,2,3,0,85,2016.0,0.0,1.0,0.35000000000000003
2025-03-26 01:00:00,9.796,1,2,3,0,85,2017.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-03-26 02:00:00,9.736,2,2,3,0,85,2018.0,0.49999999999999994,0.8660254037844387,0.30000000000000004
2025-03-26 03:00:00,9.739,3,2,3,0,85,2019.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-03-26 04:00:00,9.572,4,2,3,0,85,2020.0,0.8660254037844386,0.5000000000000001,0.30000000000000004
2025-03-26 05:00:00,9.885,5,2,3,0,85,2021.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-03-26 06:00:00,12.876,6,2,3,0,85,2022.0,1.0,6.123233995736766e-17,0.2
2025-03-26 07:00:00,14.195,7,2,3,0,85,2023.0,0.9659258262890683,-0.25881904510252063,5.95
2025-03-26 08:00:00,13.709,8,2,3,0,85,2024.0,0.8660254037844387,-0.4999999999999998,34.0
2025-03-26 09:00:00,11.186,9,2,3,0,85,2025.0,0.7071067811865476,-0.7071067811865475,0.2
2025-03-26 10:00:00,10.0,10,2,3,0,85,2026.0,0.49999999999999994,-0.8660254037844387,0.25
2025-03-26 11:00:00,9.639,11,2,3,0,85,2027.0,0.258819045102521,-0.9659258262890682,45.599999999999994
2025-03-26 12:00:00,9.481,12,2,3,0,85,2028.0,1.2246467991473532e-16,-1.0,0.25
2025-03-26 13:00:00,8.45,13,2,3,0,85,2029.0,-0.2588190451025208,-0.9659258262890683,0.2
2025-03-26 14:00:00,9.079,14,2,3,0,85,2030.0,-0.4999999999999997,-0.8660254037844388,55.8
2025-03-26 15:00:00,9.436,15,2,3,0,85,2031.0,-0.7071067811865471,-0.7071067811865479,19.45
2025-03-26 16:00:00,10.145,16,2,3,0,85,2032.0,-0.8660254037844384,-0.5000000000000004,33.55
2025-03-26 17:00:00,13.516,17,2,3,0,85,2033.0,-0.9659258262890683,-0.25881904510252063,95.75
2025-03-26 18:00:00,16.2,18,2,3,0,85,2034.0,-1.0,-1.8369701987210297e-16,51.25
2025-03-26 19:00:00,16.954,19,2,3,0,85,2035.0,-0.9659258262890684,0.2588190451025203,72.45
2025-03-26 20:00:00,15.327,20,2,3,0,85,2036.0,-0.8660254037844386,0.5000000000000001,61.95
2025-03-26 21:00:00,12.94,21,2,3,0,85,2037.0,-0.7071067811865477,0.7071067811865474,0.35000000000000003
2025-03-26 22:00:00,12.027,22,2,3,0,85,2038.0,-0.5000000000000004,0.8660254037844384,0.30000000000000004
2025-03-26 23:00:00,10.891,23,2,3,0,85,2039.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-03-27 00:00:00,10.493,0,3,3,0,86,2040.0,0.0,1.0,0.30000000000000004
2025-03-27 01:00:00,9.898,1,3,3,0,86,2041.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-03-27 02:00:00,9.78,2,3,3,0,86,2042.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-03-27 03:00:00,9.885,3,3,3,0,86,2043.0,0.7071067811865475,0.7071067811865476,0.30000000000000004
2025-03-27 04:00:00,9.707,4,3,3,0,86,2044.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-03-27 05:00:00,10.49,5,3,3,0,86,2045.0,0.9659258262890683,0.25881904510252074,0.30000000000000004
2025-03-27 06:00:00,12.983,6,3,3,0,86,2046.0,1.0,6.123233995736766e-17,0.2
2025-03-27 07:00:00,14.0,7,3,3,0,86,2047.0,0.9659258262890683,-0.25881904510252063,0.25
2025-03-27 08:00:00,12.35,8,3,3,0,86,2048.0,0.8660254037844387,-0.4999999999999998,61.0
2025-03-27 09:00:00,8.992,9,3,3,0,86,2049.0,0.7071067811865476,-0.7071067811865475,96.9
2025-03-27 10:00:00,7.761,10,3,3,0,86,2050.0,0.49999999999999994,-0.8660254037844387,0.30000000000000004
2025-03-27 11:00:00,4.548,11,3,3,0,86,2051.0,0.258819045102521,-0.9659258262890682,0.2
2025-03-27 12:00:00,2.481,12,3,3,0,86,2052.0,1.2246467991473532e-16,-1.0,35.6
2025-03-27 13:00:00,0.667,13,3,3,0,86,2053.0,-0.2588190451025208,-0.9659258262890683,53.95
2025-03-27 14:00:00,3.034,14,3,3,0,86,2054.0,-0.4999999999999997,-0.8660254037844388,105.65
2025-03-27 15:00:00,7.493,15,3,3,0,86,2055.0,-0.7071067811865471,-0.7071067811865479,120.25
2025-03-27 16:00:00,9.374,16,3,3,0,86,2056.0,-0.8660254037844384,-0.5000000000000004,111.75
2025-03-27 17:00:00,12.725,17,3,3,0,86,2057.0,-0.9659258262890683,-0.25881904510252063,29.700000000000003
2025-03-27 18:00:00,15.79,18,3,3,0,86,2058.0,-1.0,-1.8369701987210297e-16,182.85
2025-03-27 19:00:00,17.07,19,3,3,0,86,2059.0,-0.9659258262890684,0.2588190451025203,45.85
2025-03-27 20:00:00,14.161,20,3,3,0,86,2060.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-03-27 21:00:00,12.442,21,3,3,0,86,2061.0,-0.7071067811865477,0.7071067811865474,44.800000000000004
2025-03-27 22:00:00,11.31,22,3,3,0,86,2062.0,-0.5000000000000004,0.8660254037844384,24.349999999999998
2025-03-27 23:00:00,10.091,23,3,3,0,86,2063.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-03-28 00:00:00,9.0,0,4,3,0,87,2064.0,0.0,1.0,0.35000000000000003
2025-03-28 01:00:00,7.938,1,4,3,0,87,2065.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-03-28 02:00:00,7.902,2,4,3,0,87,2066.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-03-28 03:00:00,7.938,3,4,3,0,87,2067.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-03-28 04:00:00,7.984,4,4,3,0,87,2068.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-03-28 05:00:00,10.351,5,4,3,0,87,2069.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-03-28 06:00:00,12.852,6,4,3,0,87,2070.0,1.0,6.123233995736766e-17,0.25
2025-03-28 07:00:00,12.22,7,4,3,0,87,2071.0,0.9659258262890683,-0.25881904510252063,0.25
2025-03-28 08:00:00,10.208,8,4,3,0,87,2072.0,0.8660254037844387,-0.4999999999999998,0.25
2025-03-28 09:00:00,7.557,9,4,3,0,87,2073.0,0.7071067811865476,-0.7071067811865475,60.95
2025-03-28 10:00:00,2.577,10,4,3,0,87,2074.0,0.49999999999999994,-0.8660254037844387,35.7
2025-03-28 11:00:00,0.168,11,4,3,0,87,2075.0,0.258819045102521,-0.9659258262890682,2.25
2025-03-28 12:00:00,-0.001,12,4,3,0,87,2076.0,1.2246467991473532e-16,-1.0,21.35
2025-03-28 13:00:00,-0.003,13,4,3,0,87,2077.0,-0.2588190451025208,-0.9659258262890683,71.94999999999999
2025-03-28 14:00:00,1.448,14,4,3,0,87,2078.0,-0.4999999999999997,-0.8660254037844388,116.0
2025-03-28 15:00:00,7.01,15,4,3,0,87,2079.0,-0.7071067811865471,-0.7071067811865479,92.1
2025-03-28 16:00:00,10.419,16,4,3,0,87,2080.0,-0.8660254037844384,-0.5000000000000004,89.3
2025-03-28 17:00:00,13.2,17,4,3,0,87,2081.0,-0.9659258262890683,-0.25881904510252063,229.15
2025-03-28 18:00:00,16.599,18,4,3,0,87,2082.0,-1.0,-1.8369701987210297e-16,82.5
2025-03-28 19:00:00,16.59,19,4,3,0,87,2083.0,-0.9659258262890684,0.2588190451025203,0.30000000000000004
2025-03-28 20:00:00,14.803,20,4,3,0,87,2084.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-03-28 21:00:00,12.456,21,4,3,0,87,2085.0,-0.7071067811865477,0.7071067811865474,16.25
2025-03-28 22:00:00,11.794,22,4,3,0,87,2086.0,-0.5000000000000004,0.8660254037844384,23.099999999999998
2025-03-28 23:00:00,11.012,23,4,3,0,87,2087.0,-0.25881904510252157,0.9659258262890681,1.45
2025-03-29 00:00:00,11.362,0,5,3,1,88,2088.0,0.0,1.0,0.35000000000000003
2025-03-29 01:00:00,10.391,1,5,3,1,88,2089.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-03-29 02:00:00,9.654,2,5,3,1,88,2090.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-03-29 03:00:00,9.622,3,5,3,1,88,2091.0,0.7071067811865475,0.7071067811865476,0.30000000000000004
2025-03-29 04:00:00,9.65,4,5,3,1,88,2092.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-03-29 05:00:00,9.274,5,5,3,1,88,2093.0,0.9659258262890683,0.25881904510252074,0.30000000000000004
2025-03-29 06:00:00,9.673,6,5,3,1,88,2094.0,1.0,6.123233995736766e-17,0.2
2025-03-29 07:00:00,9.844,7,5,3,1,88,2095.0,0.9659258262890683,-0.25881904510252063,25.6
2025-03-29 08:00:00,9.186,8,5,3,1,88,2096.0,0.8660254037844387,-0.4999999999999998,65.15
2025-03-29 09:00:00,7.614,9,5,3,1,88,2097.0,0.7071067811865476,-0.7071067811865475,0.25
2025-03-29 10:00:00,6.567,10,5,3,1,88,2098.0,0.49999999999999994,-0.8660254037844387,138.0
2025-03-29 11:00:00,6.534,11,5,3,1,88,2099.0,0.258819045102521,-0.9659258262890682,86.15
2025-03-29 12:00:00,6.533,12,5,3,1,88,2100.0,1.2246467991473532e-16,-1.0,74.05
2025-03-29 13:00:00,0.206,13,5,3,1,88,2101.0,-0.2588190451025208,-0.9659258262890683,159.95
2025-03-29 14:00:00,0.394,14,5,3,1,88,2102.0,-0.4999999999999997,-0.8660254037844388,57.95
2025-03-29 15:00:00,2.527,15,5,3,1,88,2103.0,-0.7071067811865471,-0.7071067811865479,102.25
2025-03-29 16:00:00,6.626,16,5,3,1,88,2104.0,-0.8660254037844384,-0.5000000000000004,75.44999999999999
2025-03-29 17:00:00,10.01,17,5,3,1,88,2105.0,-0.9659258262890683,-0.25881904510252063,20.65
2025-03-29 18:00:00,14.691,18,5,3,1,88,2106.0,-1.0,-1.8369701987210297e-16,0.25
2025-03-29 19:00:00,15.222,19,5,3,1,88,2107.0,-0.9659258262890684,0.2588190451025203,8.45
2025-03-29 20:00:00,12.107,20,5,3,1,88,2108.0,-0.8660254037844386,0.5000000000000001,27.6
2025-03-29 21:00:00,10.042,21,5,3,1,88,2109.0,-0.7071067811865477,0.7071067811865474,0.35000000000000003
2025-03-29 22:00:00,8.275,22,5,3,1,88,2110.0,-0.5000000000000004,0.8660254037844384,0.30000000000000004
2025-03-29 23:00:00,6.827,23,5,3,1,88,2111.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-03-30 00:00:00,4.631,0,6,3,1,89,2112.0,0.0,1.0,0.35000000000000003
2025-03-30 01:00:00,1.589,1,6,3,1,89,2113.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-03-30 03:00:00,0.51,3,6,3,1,89,2115.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-03-30 04:00:00,0.12,4,6,3,1,89,2116.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-03-30 05:00:00,0.009,5,6,3,1,89,2117.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-03-30 06:00:00,0.003,6,6,3,1,89,2118.0,1.0,6.123233995736766e-17,15.700000000000001
2025-03-30 07:00:00,0.0,7,6,3,1,89,2119.0,0.9659258262890683,-0.25881904510252063,0.25
2025-03-30 08:00:00,-0.001,8,6,3,1,89,2120.0,0.8660254037844387,-0.4999999999999998,2.5500000000000003
2025-03-30 09:00:00,-0.004,9,6,3,1,89,2121.0,0.7071067811865476,-0.7071067811865475,75.8
2025-03-30 10:00:00,-0.347,10,6,3,1,89,2122.0,0.49999999999999994,-0.8660254037844387,44.9
2025-03-30 11:00:00,-1.134,11,6,3,1,89,2123.0,0.258819045102521,-0.9659258262890682,91.3
2025-03-30 12:00:00,-1.85,12,6,3,1,89,2124.0,1.2246467991473532e-16,-1.0,16.35
2025-03-30 13:00:00,-2.576,13,6,3,1,89,2125.0,-0.2588190451025208,-0.9659258262890683,60.3
2025-03-30 14:00:00,-2.607,14,6,3,1,89,2126.0,-0.4999999999999997,-0.8660254037844388,10.7
2025-03-30 15:00:00,-1.296,15,6,3,1,89,2127.0,-0.7071067811865471,-0.7071067811865479,82.1
2025-03-30 16:00:00,-0.401,16,6,3,1,89,2128.0,-0.8660254037844384,-0.5000000000000004,158.25
2025-03-30 17:00:00,-0.001,17,6,3,1,89,2129.0,-0.9659258262890683,-0.25881904510252063,106.5
2025-03-30 18:00:00,1.441,18,6,3,1,89,2130.0,-1.0,-1.8369701987210297e-16,74.75
2025-03-30 19:00:00,6.083,19,6,3,1,89,2131.0,-0.9659258262890684,0.2588190451025203,0.30000000000000004
2025-03-30 20:00:00,5.886,20,6,3,1,89,2132.0,-0.8660254037844386,0.5000000000000001,0.30000000000000004
2025-03-30 21:00:00,5.001,21,6,3,1,89,2133.0,-0.7071067811865477,0.7071067811865474,0.30000000000000004
2025-03-30 22:00:00,6.171,22,6,3,1,89,2134.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-03-30 23:00:00,5.644,23,6,3,1,89,2135.0,-0.25881904510252157,0.9659258262890681,0.30000000000000004
2025-03-31 00:00:00,6.557,0,0,3,0,90,2136.0,0.0,1.0,0.35000000000000003
2025-03-31 01:00:00,6.325,1,0,3,0,90,2137.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-03-31 02:00:00,6.441,2,0,3,0,90,2138.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-03-31 03:00:00,6.722,3,0,3,0,90,2139.0,0.7071067811865475,0.7071067811865476,0.30000000000000004
2025-03-31 04:00:00,6.897,4,0,3,0,90,2140.0,0.8660254037844386,0.5000000000000001,0.30000000000000004
2025-03-31 05:00:00,8.8,5,0,3,0,90,2141.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-03-31 06:00:00,10.927,6,0,3,0,90,2142.0,1.0,6.123233995736766e-17,0.30000000000000004
2025-03-31 07:00:00,14.354,7,0,3,0,90,2143.0,0.9659258262890683,-0.25881904510252063,16.05
2025-03-31 08:00:00,17.423,8,0,3,0,90,2144.0,0.8660254037844387,-0.4999999999999998,69.05
2025-03-31 09:00:00,13.317,9,0,3,0,90,2145.0,0.7071067811865476,-0.7071067811865475,0.25
2025-03-31 10:00:00,11.027,10,0,3,0,90,2146.0,0.49999999999999994,-0.8660254037844387,86.6
2025-03-31 11:00:00,9.904,11,0,3,0,90,2147.0,0.258819045102521,-0.9659258262890682,15.15
2025-03-31 12:00:00,8.354,12,0,3,0,90,2148.0,1.2246467991473532e-16,-1.0,0.2
2025-03-31 13:00:00,7.41,13,0,3,0,90,2149.0,-0.2588190451025208,-0.9659258262890683,23.700000000000003
2025-03-31 14:00:00,7.358,14,0,3,0,90,2150.0,-0.4999999999999997,-0.8660254037844388,40.25
2025-03-31 15:00:00,6.955,15,0,3,0,90,2151.0,-0.7071067811865471,-0.7071067811865479,37.199999999999996
2025-03-31 16:00:00,7.624,16,0,3,0,90,2152.0,-0.8660254037844384,-0.5000000000000004,79.94999999999999
2025-03-31 17:00:00,10.083,17,0,3,0,90,2153.0,-0.9659258262890683,-0.25881904510252063,197.6
2025-03-31 18:00:00,13.157,18,0,3,0,90,2154.0,-1.0,-1.8369701987210297e-16,63.050000000000004
2025-03-31 19:00:00,18.396,19,0,3,0,90,2155.0,-0.9659258262890684,0.2588190451025203,56.650000000000006
2025-03-31 20:00:00,17.273,20,0,3,0,90,2156.0,-0.8660254037844386,0.5000000000000001,48.9
2025-03-31 21:00:00,13.503,21,0,3,0,90,2157.0,-0.7071067811865477,0.7071067811865474,0.30000000000000004
2025-03-31 22:00:00,11.525,22,0,3,0,90,2158.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-03-31 23:00:00,10.234,23,0,3,0,90,2159.0,-0.25881904510252157,0.9659258262890681,0.35000000000000003
2025-04-01 00:00:00,10.156,0,1,4,0,91,2160.0,0.0,1.0,0.35000000000000003
2025-04-01 01:00:00,9.502,1,1,4,0,91,2161.0,0.25881904510252074,0.9659258262890683,0.35000000000000003
2025-04-01 02:00:00,9.291,2,1,4,0,91,2162.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-04-01 03:00:00,9.35,3,1,4,0,91,2163.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-04-01 04:00:00,9.143,4,1,4,0,91,2164.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-04-01 05:00:00,10.071,5,1,4,0,91,2165.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-04-01 06:00:00,12.946,6,1,4,0,91,2166.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-04-01 07:00:00,17.996,7,1,4,0,91,2167.0,0.9659258262890683,-0.25881904510252063,31.65
2025-04-01 08:00:00,15.937,8,1,4,0,91,2168.0,0.8660254037844387,-0.4999999999999998,80.3
2025-04-01 09:00:00,10.847,9,1,4,0,91,2169.0,0.7071067811865476,-0.7071067811865475,78.0
2025-04-01 10:00:00,8.617,10,1,4,0,91,2170.0,0.49999999999999994,-0.8660254037844387,31.95
2025-04-01 11:00:00,7.026,11,1,4,0,91,2171.0,0.258819045102521,-0.9659258262890682,0.2
2025-04-01 12:00:00,5.315,12,1,4,0,91,2172.0,1.2246467991473532e-16,-1.0,158.0
2025-04-01 13:00:00,1.157,13,1,4,0,91,2173.0,-0.2588190451025208,-0.9659258262890683,51.4
2025-04-01 14:00:00,1.089,14,1,4,0,91,2174.0,-0.4999999999999997,-0.8660254037844388,146.55
2025-04-01 15:00:00,2.67,15,1,4,0,91,2175.0,-0.7071067811865471,-0.7071067811865479,93.05
2025-04-01 16:00:00,6.523,16,1,4,0,91,2176.0,-0.8660254037844384,-0.5000000000000004,122.65
2025-04-01 17:00:00,8.28,17,1,4,0,91,2177.0,-0.9659258262890683,-0.25881904510252063,53.55
2025-04-01 18:00:00,12.239,18,1,4,0,91,2178.0,-1.0,-1.8369701987210297e-16,102.3
2025-04-01 19:00:00,15.572,19,1,4,0,91,2179.0,-0.9659258262890684,0.2588190451025203,105.0
2025-04-01 20:00:00,13.8,20,1,4,0,91,2180.0,-0.8660254037844386,0.5000000000000001,0.30000000000000004
2025-04-01 21:00:00,11.09,21,1,4,0,91,2181.0,-0.7071067811865477,0.7071067811865474,61.8
2025-04-01 22:00:00,9.564,22,1,4,0,91,2182.0,-0.5000000000000004,0.8660254037844384,17.6
2025-04-01 23:00:00,7.945,23,1,4,0,91,2183.0,-0.25881904510252157,0.9659258262890681,0.30000000000000004
2025-04-02 00:00:00,6.806,0,2,4,0,92,2184.0,0.0,1.0,0.35000000000000003
2025-04-02 01:00:00,6.693,1,2,4,0,92,2185.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-04-02 02:00:00,6.68,2,2,4,0,92,2186.0,0.49999999999999994,0.8660254037844387,0.30000000000000004
2025-04-02 03:00:00,6.797,3,2,4,0,92,2187.0,0.7071067811865475,0.7071067811865476,0.35000000000000003
2025-04-02 04:00:00,6.89,4,2,4,0,92,2188.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-04-02 05:00:00,8.218,5,2,4,0,92,2189.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-04-02 06:00:00,11.384,6,2,4,0,92,2190.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-04-02 07:00:00,15.031,7,2,4,0,92,2191.0,0.9659258262890683,-0.25881904510252063,34.1
2025-04-02 08:00:00,12.47,8,2,4,0,92,2192.0,0.8660254037844387,-0.4999999999999998,42.0
2025-04-02 09:00:00,8.474,9,2,4,0,92,2193.0,0.7071067811865476,-0.7071067811865475,44.2
2025-04-02 10:00:00,4.838,10,2,4,0,92,2194.0,0.49999999999999994,-0.8660254037844387,33.1
2025-04-02 11:00:00,0.0,11,2,4,0,92,2195.0,0.258819045102521,-0.9659258262890682,55.6
2025-04-02 12:00:00,-0.492,12,2,4,0,92,2196.0,1.2246467991473532e-16,-1.0,0.2
2025-04-02 13:00:00,-2.006,13,2,4,0,92,2197.0,-0.2588190451025208,-0.9659258262890683,43.2
2025-04-02 14:00:00,-2.102,14,2,4,0,92,2198.0,-0.4999999999999997,-0.8660254037844388,3.75
2025-04-02 15:00:00,-1.0,15,2,4,0,92,2199.0,-0.7071067811865471,-0.7071067811865479,19.65
2025-04-02 16:00:00,-0.173,16,2,4,0,92,2200.0,-0.8660254037844384,-0.5000000000000004,103.85
2025-04-02 17:00:00,1.537,17,2,4,0,92,2201.0,-0.9659258262890683,-0.25881904510252063,66.25
2025-04-02 18:00:00,8.884,18,2,4,0,92,2202.0,-1.0,-1.8369701987210297e-16,83.05
2025-04-02 19:00:00,12.535,19,2,4,0,92,2203.0,-0.9659258262890684,0.2588190451025203,75.9
2025-04-02 20:00:00,11.4,20,2,4,0,92,2204.0,-0.8660254037844386,0.5000000000000001,18.25
2025-04-02 21:00:00,9.607,21,2,4,0,92,2205.0,-0.7071067811865477,0.7071067811865474,42.65
2025-04-02 22:00:00,8.263,22,2,4,0,92,2206.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-04-02 23:00:00,7.143,23,2,4,0,92,2207.0,-0.25881904510252157,0.9659258262890681,0.30000000000000004
2025-04-03 00:00:00,6.7,0,3,4,0,93,2208.0,0.0,1.0,0.35000000000000003
2025-04-03 01:00:00,6.7,1,3,4,0,93,2209.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-04-03 02:00:00,6.7,2,3,4,0,93,2210.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-04-03 03:00:00,6.895,3,3,4,0,93,2211.0,0.7071067811865475,0.7071067811865476,0.30000000000000004
2025-04-03 04:00:00,7.1,4,3,4,0,93,2212.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-04-03 05:00:00,8.622,5,3,4,0,93,2213.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-04-03 06:00:00,12.971,6,3,4,0,93,2214.0,1.0,6.123233995736766e-17,0.35000000000000003
2025-04-03 07:00:00,16.277,7,3,4,0,93,2215.0,0.9659258262890683,-0.25881904510252063,61.0
2025-04-03 08:00:00,13.33,8,3,4,0,93,2216.0,0.8660254037844387,-0.4999999999999998,29.4
2025-04-03 09:00:00,7.911,9,3,4,0,93,2217.0,0.7071067811865476,-0.7071067811865475,30.35
2025-04-03 10:00:00,4.047,10,3,4,0,93,2218.0,0.49999999999999994,-0.8660254037844387,0.2
2025-04-03 11:00:00,-0.016,11,3,4,0,93,2219.0,0.258819045102521,-0.9659258262890682,0.25
2025-04-03 12:00:00,-0.119,12,3,4,0,93,2220.0,1.2246467991473532e-16,-1.0,0.2
2025-04-03 13:00:00,-0.84,13,3,4,0,93,2221.0,-0.2588190451025208,-0.9659258262890683,12.25
2025-04-03 14:00:00,-0.585,14,3,4,0,93,2222.0,-0.4999999999999997,-0.8660254037844388,0.2
2025-04-03 15:00:00,-0.027,15,3,4,0,93,2223.0,-0.7071067811865471,-0.7071067811865479,48.699999999999996
2025-04-03 16:00:00,1.609,16,3,4,0,93,2224.0,-0.8660254037844384,-0.5000000000000004,105.5
2025-04-03 17:00:00,7.5,17,3,4,0,93,2225.0,-0.9659258262890683,-0.25881904510252063,132.9
2025-04-03 18:00:00,13.8,18,3,4,0,93,2226.0,-1.0,-1.8369701987210297e-16,112.25
2025-04-03 19:00:00,16.348,19,3,4,0,93,2227.0,-0.9659258262890684,0.2588190451025203,129.35
2025-04-03 20:00:00,15.588,20,3,4,0,93,2228.0,-0.8660254037844386,0.5000000000000001,86.1
2025-04-03 21:00:00,13.703,21,3,4,0,93,2229.0,-0.7071067811865477,0.7071067811865474,0.30000000000000004
2025-04-03 22:00:00,11.321,22,3,4,0,93,2230.0,-0.5000000000000004,0.8660254037844384,0.35000000000000003
2025-04-03 23:00:00,10.463,23,3,4,0,93,2231.0,-0.25881904510252157,0.9659258262890681,47.4
2025-04-04 00:00:00,10.834,0,4,4,0,94,2232.0,0.0,1.0,14.6
2025-04-04 01:00:00,10.304,1,4,4,0,94,2233.0,0.25881904510252074,0.9659258262890683,0.30000000000000004
2025-04-04 02:00:00,10.289,2,4,4,0,94,2234.0,0.49999999999999994,0.8660254037844387,0.35000000000000003
2025-04-04 03:00:00,10.361,3,4,4,0,94,2235.0,0.7071067811865475,0.7071067811865476,0.30000000000000004
2025-04-04 04:00:00,10.595,4,4,4,0,94,2236.0,0.8660254037844386,0.5000000000000001,0.35000000000000003
2025-04-04 05:00:00,11.255,5,4,4,0,94,2237.0,0.9659258262890683,0.25881904510252074,0.35000000000000003
2025-04-04 06:00:00,15.267,6,4,4,0,94,2238.0,1.0,6.123233995736766e-17,0.30000000000000004
2025-04-04 07:00:00,18.017,7,4,4,0,94,2239.0,0.9659258262890683,-0.25881904510252063,0.25
2025-04-04 08:00:00,13.94,8,4,4,0,94,2240.0,0.8660254037844387,-0.4999999999999998,84.8
2025-04-04 09:00:00,9.568,9,4,4,0,94,2241.0,0.7071067811865476,-0.7071067811865475,0.25
2025-04-04 10:00:00,6.5,10,4,4,0,94,2242.0,0.49999999999999994,-0.8660254037844387,0.2
2025-04-04 11:00:00,0.782,11,4,4,0,94,2243.0,0.258819045102521,-0.9659258262890682,0.25
2025-04-04 12:00:00,0.0,12,4,4,0,94,2244.0,1.2246467991473532e-16,-1.0,67.35
2025-04-04 13:00:00,-0.131,13,4,4,0,94,2245.0,-0.2588190451025208,-0.9659258262890683,20.6
2025-04-04 14:00:00,-0.121,14,4,4,0,94,2246.0,-0.4999999999999997,-0.8660254037844388,88.3
2025-04-04 15:00:00,-0.013,15,4,4,0,94,2247.0,-0.7071067811865471,-0.7071067811865479,48.75
2025-04-04 16:00:00,2.97,16,4,4,0,94,2248.0,-0.8660254037844384,-0.5000000000000004,109.69999999999999
2025-04-04 17:00:00,7.987,17,4,4,0,94,2249.0,-0.9659258262890683,-0.25881904510252063,113.4
2025-04-04 18:00:00,12.635,18,4,4,0,94,2250.0,-1.0,-1.8369701987210297e-16,44.65
2025-04-04 19:00:00,16.764,19,4,4,0,94,2251.0,-0.9659258262890684,0.2588190451025203,70.89999999999999
2025-04-04 20:00:00,15.599,20,4,4,0,94,2252.0,-0.8660254037844386,0.5000000000000001,0.35000000000000003
